bi_reference,year,quarter,data_subject_type,data_type,decision_taken,incident_category,incident_type,no_data_subjects_affected,sector,time_taken_to_report
BI48774,2023,Qtr 3,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,24 hours to 72 hours
BI48774,2023,Qtr 3,Employees,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,24 hours to 72 hours
BI48775,2023,Qtr 3,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,72 hours to 1 week
BI48775,2023,Qtr 3,Employees,Health data,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,72 hours to 1 week
BI48780,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI48780,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI48786,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI48786,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI48794,2023,Qtr 3,Patients,Unknown,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,72 hours to 1 week
BI48794,2023,Qtr 3,Employees,Unknown,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,72 hours to 1 week
BI48800,2023,Qtr 3,Vulnerable adults,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48800,2023,Qtr 3,Vulnerable adults,Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48800,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48800,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48806,2023,Qtr 3,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI48806,2023,Qtr 3,Employees,Economic and financial data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI48806,2023,Qtr 3,Employees,Location data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI48809,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,100 to 1k,Health,24 hours to 72 hours
BI48809,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,100 to 1k,Health,24 hours to 72 hours
BI48812,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,1 to 9,Health,24 hours to 72 hours
BI48812,2023,Qtr 3,Employees,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,1 to 9,Health,24 hours to 72 hours
BI48812,2023,Qtr 3,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Cyber,Phishing,1 to 9,Health,24 hours to 72 hours
BI48813,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48814,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI48814,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI48823,2023,Qtr 3,Users,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,Less than 24 hours
BI48823,2023,Qtr 3,Users,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,Less than 24 hours
BI48835,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,Less than 24 hours
BI48835,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,Less than 24 hours
BI48838,2023,Qtr 3,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI48838,2023,Qtr 3,Unknown,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI48839,2023,Qtr 3,Employees,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,10 to 99,Health,24 hours to 72 hours
BI48841,2023,Qtr 3,Patients,Identification data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI48841,2023,Qtr 3,Patients,Official documents,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI48844,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI48844,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI48845,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI48845,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI48847,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48847,2023,Qtr 3,Patients,Criminal convictions or offences,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48847,2023,Qtr 3,Children,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48847,2023,Qtr 3,Children,Criminal convictions or offences,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48850,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI48850,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI48850,2023,Qtr 3,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI48850,2023,Qtr 3,Employees,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI48852,2023,Qtr 3,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI48852,2023,Qtr 3,Unknown,Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI48853,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI48853,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI48859,2023,Qtr 3,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of device containing personal data,100 to 1k,Health,More than 1 week
BI48862,2023,Qtr 3,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI48862,2023,Qtr 3,Employees,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI48863,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI48863,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI48864,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,More than 1 week
BI48864,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,More than 1 week
BI48868,2023,Qtr 3,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,10k to 100k,Health,Less than 24 hours
BI48878,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,Less than 24 hours
BI48888,2023,Qtr 3,Users,Basic personal identifiers,No Further Action,Cyber,Phishing,100 to 1k,Health,Less than 24 hours
BI48888,2023,Qtr 3,Subscribers,Basic personal identifiers,No Further Action,Cyber,Phishing,100 to 1k,Health,Less than 24 hours
BI48892,2023,Qtr 3,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI48899,2023,Qtr 3,Vulnerable adults,Basic personal identifiers,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48899,2023,Qtr 3,Vulnerable adults,Criminal convictions or offences,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48899,2023,Qtr 3,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48899,2023,Qtr 3,Patients,Criminal convictions or offences,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Health,72 hours to 1 week
BI48900,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI48900,2023,Qtr 3,Patients,Data revealing racial or ethnic origin,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI48900,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI48900,2023,Qtr 3,Patients,Sex life data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI48900,2023,Qtr 3,Patients,Sexual orientation data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI48902,2023,Qtr 3,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI48913,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI48925,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI48928,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Health,24 hours to 72 hours
BI48942,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI48942,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI48950,2023,Qtr 3,Patients,Health data,No Further Action,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI48955,2023,Qtr 3,Children,Basic personal identifiers,Informal Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,72 hours to 1 week
BI48961,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI48961,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI48961,2023,Qtr 3,Children,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI48961,2023,Qtr 3,Children,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI48963,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI48963,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI48964,2023,Qtr 3,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI48964,2023,Qtr 3,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI48982,2023,Qtr 3,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Other non-cyber incident,Unknown,Health,More than 1 week
BI48982,2023,Qtr 3,Patients,Health data,Investigation Pursued,Non Cyber,Other non-cyber incident,Unknown,Health,More than 1 week
BI48985,2023,Qtr 3,Employees,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,100 to 1k,Health,Less than 24 hours
BI49001,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,1 to 9,Health,24 hours to 72 hours
BI49013,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI49013,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI49022,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,72 hours to 1 week
BI49022,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,72 hours to 1 week
BI49029,2023,Qtr 4,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,Unknown,Health,72 hours to 1 week
BI49029,2023,Qtr 4,Unknown,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,Unknown,Health,72 hours to 1 week
BI49037,2023,Qtr 4,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI49037,2023,Qtr 4,Patients,Economic and financial data,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI49037,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI49037,2023,Qtr 4,Employees,Basic personal identifiers,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI49037,2023,Qtr 4,Employees,Economic and financial data,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI49037,2023,Qtr 4,Employees,Health data,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI49038,2023,Qtr 4,Unknown,Unknown,Informal Action Taken,Non Cyber,Failure to use bcc,100 to 1k,Health,Less than 24 hours
BI49051,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,100 to 1k,Health,Less than 24 hours
BI49052,2023,Qtr 4,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,10 to 99,Health,More than 1 week
BI49052,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,10 to 99,Health,More than 1 week
BI49068,2023,Qtr 4,Patients,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,Less than 24 hours
BI49069,2023,Qtr 4,Unknown,Unknown,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI49074,2023,Qtr 4,Employees,Unknown,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,10 to 99,Health,24 hours to 72 hours
BI49076,2023,Qtr 4,Users,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI49076,2023,Qtr 4,Users,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI49076,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI49076,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI49076,2023,Qtr 4,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI49076,2023,Qtr 4,Customers or prospective customers,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,More than 1 week
BI49081,2023,Qtr 4,Employees,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,10 to 99,Health,24 hours to 72 hours
BI49083,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI49086,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI49086,2023,Qtr 4,Patients,Identification data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,Less than 24 hours
BI49094,2023,Qtr 4,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to redact,100 to 1k,Health,24 hours to 72 hours
BI49096,2023,Qtr 4,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI49096,2023,Qtr 4,Employees,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI49099,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49099,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49108,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Failure to redact,1 to 9,Health,More than 1 week
BI49115,2023,Qtr 4,Users,Basic personal identifiers,Not Yet Assigned,Non Cyber,Other non-cyber incident,Unknown,Health,24 hours to 72 hours
BI49115,2023,Qtr 4,Users,Data revealing racial or ethnic origin,Not Yet Assigned,Non Cyber,Other non-cyber incident,Unknown,Health,24 hours to 72 hours
BI49115,2023,Qtr 4,Users,Economic and financial data,Not Yet Assigned,Non Cyber,Other non-cyber incident,Unknown,Health,24 hours to 72 hours
BI49115,2023,Qtr 4,Users,Health data,Not Yet Assigned,Non Cyber,Other non-cyber incident,Unknown,Health,24 hours to 72 hours
BI49115,2023,Qtr 4,Employees,Basic personal identifiers,Not Yet Assigned,Non Cyber,Other non-cyber incident,Unknown,Health,24 hours to 72 hours
BI49115,2023,Qtr 4,Employees,Data revealing racial or ethnic origin,Not Yet Assigned,Non Cyber,Other non-cyber incident,Unknown,Health,24 hours to 72 hours
BI49115,2023,Qtr 4,Employees,Economic and financial data,Not Yet Assigned,Non Cyber,Other non-cyber incident,Unknown,Health,24 hours to 72 hours
BI49115,2023,Qtr 4,Employees,Health data,Not Yet Assigned,Non Cyber,Other non-cyber incident,Unknown,Health,24 hours to 72 hours
BI49116,2023,Qtr 4,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI49116,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI49117,2023,Qtr 4,Vulnerable adults,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI49117,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI49120,2023,Qtr 4,Employees,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,1k to 10k,Health,More than 1 week
BI49120,2023,Qtr 4,Employees,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Unauthorised access,1k to 10k,Health,More than 1 week
BI49120,2023,Qtr 4,Employees,Economic and financial data,Investigation Pursued,Non Cyber,Unauthorised access,1k to 10k,Health,More than 1 week
BI49125,2023,Qtr 4,Employees,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,More than 1 week
BI49132,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49132,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49133,2023,Qtr 4,Unknown,Basic personal identifiers,Not Yet Assigned,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49134,2023,Qtr 4,Patients,Unknown,Informal Action Taken,Non Cyber,Other non-cyber incident,1 to 9,Health,24 hours to 72 hours
BI49137,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,24 hours to 72 hours
BI49138,2023,Qtr 4,Employees,Health data,Informal Action Taken,Non Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI49140,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49140,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49144,2023,Qtr 4,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,24 hours to 72 hours
BI49144,2023,Qtr 4,Unknown,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,24 hours to 72 hours
BI49149,2023,Qtr 4,Vulnerable adults,Basic personal identifiers,Informal Action Taken,Non Cyber,Other non-cyber incident,10 to 99,Health,24 hours to 72 hours
BI49149,2023,Qtr 4,Vulnerable adults,Health data,Informal Action Taken,Non Cyber,Other non-cyber incident,10 to 99,Health,24 hours to 72 hours
BI49151,2023,Qtr 4,Patients,Basic personal identifiers,Not Yet Assigned,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,72 hours to 1 week
BI49151,2023,Qtr 4,Children,Basic personal identifiers,Not Yet Assigned,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,72 hours to 1 week
BI49152,2023,Qtr 4,Unknown,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49156,2023,Qtr 4,Patients,Basic personal identifiers,No Further Action,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,Health,24 hours to 72 hours
BI49156,2023,Qtr 4,Patients,Health data,No Further Action,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,Health,24 hours to 72 hours
BI49162,2023,Qtr 4,Employees,Unknown,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49170,2023,Qtr 4,Employees,Basic personal identifiers,No Further Action,Cyber,Ransomware,100 to 1k,Health,24 hours to 72 hours
BI49170,2023,Qtr 4,Employees,Economic and financial data,No Further Action,Cyber,Ransomware,100 to 1k,Health,24 hours to 72 hours
BI49170,2023,Qtr 4,Customers or prospective customers,Basic personal identifiers,No Further Action,Cyber,Ransomware,100 to 1k,Health,24 hours to 72 hours
BI49170,2023,Qtr 4,Customers or prospective customers,Economic and financial data,No Further Action,Cyber,Ransomware,100 to 1k,Health,24 hours to 72 hours
BI49173,2023,Qtr 4,Children,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI49173,2023,Qtr 4,Children,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,More than 1 week
BI49178,2023,Qtr 4,Employees,Basic personal identifiers,No Further Action,Non Cyber,Data of wrong data subject shown in client portal,1 to 9,Health,More than 1 week
BI49181,2023,Qtr 4,Unknown,Unknown,Investigation Pursued,Non Cyber,Loss/theft of paperwork or data left in insecure location,100 to 1k,Health,24 hours to 72 hours
BI49183,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Failure to use bcc,10 to 99,Health,Less than 24 hours
BI49197,2023,Qtr 4,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49197,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49197,2023,Qtr 4,Employees,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49197,2023,Qtr 4,Employees,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49200,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI49200,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI49204,2023,Qtr 4,Patients,Basic personal identifiers,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,Less than 24 hours
BI49204,2023,Qtr 4,Patients,Health data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,Less than 24 hours
BI49221,2023,Qtr 4,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49221,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Unauthorised access,1 to 9,Health,More than 1 week
BI49226,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49226,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,24 hours to 72 hours
BI49233,2023,Qtr 4,Customers or prospective customers,Basic personal identifiers,Informal Action Taken,Non Cyber,Not Provided,10 to 99,Health,24 hours to 72 hours
BI49233,2023,Qtr 4,Customers or prospective customers,Economic and financial data,Informal Action Taken,Non Cyber,Not Provided,10 to 99,Health,24 hours to 72 hours
BI49236,2023,Qtr 4,Patients,Basic personal identifiers,Investigation Pursued,Non Cyber,Incorrect disposal of paperwork,1k to 10k,Health,24 hours to 72 hours
BI49236,2023,Qtr 4,Patients,Health data,Investigation Pursued,Non Cyber,Incorrect disposal of paperwork,1k to 10k,Health,24 hours to 72 hours
BI49236,2023,Qtr 4,Employees,Basic personal identifiers,Investigation Pursued,Non Cyber,Incorrect disposal of paperwork,1k to 10k,Health,24 hours to 72 hours
BI49236,2023,Qtr 4,Employees,Health data,Investigation Pursued,Non Cyber,Incorrect disposal of paperwork,1k to 10k,Health,24 hours to 72 hours
BI49239,2023,Qtr 4,Students,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Health,More than 1 week
BI49240,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1k to 10k,Health,More than 1 week
BI49240,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1k to 10k,Health,More than 1 week
BI49241,2023,Qtr 4,Patients,Basic personal identifiers,Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
BI49241,2023,Qtr 4,Patients,Health data,Informal Action Taken,Non Cyber,Unauthorised access,10 to 99,Health,24 hours to 72 hours
